emotion,filename
Sad,5353.wav
Fearful,5354.wav
Angry,5355.wav
Angry,5356.wav
Sad,5357.wav
Neutral,5358.wav
Angry,5359.wav
Angry,5360.wav
Neutral,5361.wav
Angry,5362.wav
Angry,5363.wav
Disgusted,5364.wav
Angry,5365.wav
Neutral,5366.wav
Sad,5367.wav
Sad,5368.wav
Fearful,5369.wav
Fearful,5370.wav
Angry,5371.wav
Neutral,5372.wav
Sad,5373.wav
Angry,5374.wav
Fearful,5375.wav
Fearful,5376.wav
Fearful,5377.wav
Angry,5378.wav
Fearful,5379.wav
Sad,5380.wav
Disgusted,5381.wav
Disgusted,5382.wav
Fearful,5383.wav
Neutral,5384.wav
Fearful,5385.wav
Fearful,5386.wav
Disgusted,5387.wav
Angry,5388.wav
Happy,5389.wav
Sad,5390.wav
Disgusted,5391.wav
Angry,5392.wav
Happy,5393.wav
Sad,5394.wav
Fearful,5395.wav
Sad,5396.wav
Angry,5397.wav
Happy,5398.wav
Neutral,5399.wav
Angry,5400.wav
Neutral,5401.wav
Angry,5402.wav
Neutral,5403.wav
Happy,5404.wav
Sad,5405.wav
Sad,5406.wav
Happy,5407.wav
Suprised,5408.wav
Sad,5409.wav
Fearful,5410.wav
Sad,5411.wav
Happy,5412.wav
Happy,5413.wav
Fearful,5414.wav
Happy,5415.wav
Neutral,5416.wav
Sad,5417.wav
Disgusted,5418.wav
Disgusted,5419.wav
Sad,5420.wav
Angry,5421.wav
Disgusted,5422.wav
Sad,5423.wav
Neutral,5424.wav
Neutral,5425.wav
Disgusted,5426.wav
Fearful,5427.wav
Suprised,5428.wav
Disgusted,5429.wav
Sad,5430.wav
Angry,5431.wav
Angry,5432.wav
Suprised,5433.wav
Fearful,5434.wav
Fearful,5435.wav
Happy,5436.wav
Sad,5437.wav
Happy,5438.wav
Fearful,5439.wav
Angry,5440.wav
Fearful,5441.wav
Neutral,5442.wav
Angry,5443.wav
Sad,5444.wav
Sad,5445.wav
Fearful,5446.wav
Sad,5447.wav
Neutral,5448.wav
Neutral,5449.wav
Sad,5450.wav
Sad,5451.wav
Angry,5452.wav
Angry,5453.wav
Fearful,5454.wav
Fearful,5455.wav
Angry,5456.wav
Disgusted,5457.wav
Angry,5458.wav
Sad,5459.wav
Disgusted,5460.wav
Happy,5461.wav
Disgusted,5462.wav
Fearful,5463.wav
Neutral,5464.wav
Sad,5465.wav
Fearful,5466.wav
Fearful,5467.wav
Neutral,5468.wav
Neutral,5469.wav
Sad,5470.wav
Sad,5471.wav
Disgusted,5472.wav
Disgusted,5473.wav
Neutral,5474.wav
Angry,5475.wav
Neutral,5476.wav
Angry,5477.wav
Angry,5478.wav
Suprised,5479.wav
Angry,5480.wav
Disgusted,5481.wav
Angry,5482.wav
Fearful,5483.wav
Disgusted,5484.wav
Fearful,5485.wav
Happy,5486.wav
Fearful,5487.wav
Disgusted,5488.wav
Neutral,5489.wav
Happy,5490.wav
Neutral,5491.wav
Angry,5492.wav
Sad,5493.wav
Angry,5494.wav
Sad,5495.wav
Suprised,5496.wav
Sad,5497.wav
Angry,5498.wav
Neutral,5499.wav
Angry,5500.wav
Angry,5501.wav
Neutral,5502.wav
Angry,5503.wav
Fearful,5504.wav
Disgusted,5505.wav
Neutral,5506.wav
Neutral,5507.wav
Fearful,5508.wav
Fearful,5509.wav
Sad,5510.wav
Angry,5511.wav
Neutral,5512.wav
Sad,5513.wav
Neutral,5514.wav
Disgusted,5515.wav
Angry,5516.wav
Sad,5517.wav
Fearful,5518.wav
Happy,5519.wav
Happy,5520.wav
Fearful,5521.wav
Sad,5522.wav
Sad,5523.wav
Happy,5524.wav
Disgusted,5525.wav
Disgusted,5526.wav
Sad,5527.wav
Sad,5528.wav
Neutral,5529.wav
Sad,5530.wav
Happy,5531.wav
Neutral,5532.wav
Fearful,5533.wav
Disgusted,5534.wav
Happy,5535.wav
Neutral,5536.wav
Neutral,5537.wav
Angry,5538.wav
Angry,5539.wav
Fearful,5540.wav
Fearful,5541.wav
Fearful,5542.wav
Sad,5543.wav
Disgusted,5544.wav
Fearful,5545.wav
Happy,5546.wav
Neutral,5547.wav
Fearful,5548.wav
Sad,5549.wav
Angry,5550.wav
Sad,5551.wav
Angry,5552.wav
Disgusted,5553.wav
Fearful,5554.wav
Happy,5555.wav
Neutral,5556.wav
Fearful,5557.wav
Angry,5558.wav
Suprised,5559.wav
Sad,5560.wav
Suprised,5561.wav
Sad,5562.wav
Neutral,5563.wav
Sad,5564.wav
Disgusted,5565.wav
Fearful,5566.wav
Angry,5567.wav
Disgusted,5568.wav
Happy,5569.wav
Fearful,5570.wav
Happy,5571.wav
Happy,5572.wav
Happy,5573.wav
Fearful,5574.wav
Happy,5575.wav
Neutral,5576.wav
Angry,5577.wav
Happy,5578.wav
Fearful,5579.wav
Happy,5580.wav
Happy,5581.wav
Neutral,5582.wav
Angry,5583.wav
Angry,5584.wav
Sad,5585.wav
Sad,5586.wav
Happy,5587.wav
Disgusted,5588.wav
Neutral,5589.wav
Fearful,5590.wav
Neutral,5591.wav
Suprised,5592.wav
Sad,5593.wav
Fearful,5594.wav
Sad,5595.wav
Fearful,5596.wav
Disgusted,5597.wav
Angry,5598.wav
Angry,5599.wav
Fearful,5600.wav
Angry,5601.wav
Sad,5602.wav
Neutral,5603.wav
Suprised,5604.wav
Disgusted,5605.wav
Fearful,5606.wav
Happy,5607.wav
Sad,5608.wav
Sad,5609.wav
Angry,5610.wav
Sad,5611.wav
Disgusted,5612.wav
Angry,5613.wav
Fearful,5614.wav
Sad,5615.wav
Angry,5616.wav
Happy,5617.wav
Angry,5618.wav
Suprised,5619.wav
Sad,5620.wav
Angry,5621.wav
Disgusted,5622.wav
Fearful,5623.wav
Fearful,5624.wav
Happy,5625.wav
Angry,5626.wav
Disgusted,5627.wav
Angry,5628.wav
Fearful,5629.wav
Disgusted,5630.wav
Fearful,5631.wav
Fearful,5632.wav
Suprised,5633.wav
Angry,5634.wav
Fearful,5635.wav
Neutral,5636.wav
Neutral,5637.wav
Neutral,5638.wav
Fearful,5639.wav
Happy,5640.wav
Happy,5641.wav
Sad,5642.wav
Fearful,5643.wav
Fearful,5644.wav
Disgusted,5645.wav
Angry,5646.wav
Fearful,5647.wav
Happy,5648.wav
Neutral,5649.wav
Neutral,5650.wav
Disgusted,5651.wav
Happy,5652.wav
Happy,5653.wav
Angry,5654.wav
Fearful,5655.wav
Angry,5656.wav
Neutral,5657.wav
Sad,5658.wav
Neutral,5659.wav
Fearful,5660.wav
Neutral,5661.wav
Happy,5662.wav
Sad,5663.wav
Suprised,5664.wav
Happy,5665.wav
Neutral,5666.wav
Angry,5667.wav
Neutral,5668.wav
Neutral,5669.wav
Fearful,5670.wav
Angry,5671.wav
Fearful,5672.wav
Disgusted,5673.wav
Sad,5674.wav
Disgusted,5675.wav
Fearful,5676.wav
Angry,5677.wav
Fearful,5678.wav
Sad,5679.wav
Neutral,5680.wav
Happy,5681.wav
Sad,5682.wav
Sad,5683.wav
Angry,5684.wav
Happy,5685.wav
Sad,5686.wav
Sad,5687.wav
Happy,5688.wav
Disgusted,5689.wav
Fearful,5690.wav
Fearful,5691.wav
Angry,5692.wav
Sad,5693.wav
Angry,5694.wav
Happy,5695.wav
Fearful,5696.wav
Happy,5697.wav
Neutral,5698.wav
Fearful,5699.wav
Disgusted,5700.wav
Suprised,5701.wav
Sad,5702.wav
Disgusted,5703.wav
Sad,5704.wav
Disgusted,5705.wav
Happy,5706.wav
Fearful,5707.wav
Angry,5708.wav
Neutral,5709.wav
Happy,5710.wav
Angry,5711.wav
Neutral,5712.wav
Neutral,5713.wav
Suprised,5714.wav
Neutral,5715.wav
Happy,5716.wav
Sad,5717.wav
Fearful,5718.wav
Fearful,5719.wav
Suprised,5720.wav
Angry,5721.wav
Angry,5722.wav
Angry,5723.wav
Fearful,5724.wav
Angry,5725.wav
Neutral,5726.wav
Sad,5727.wav
Neutral,5728.wav
Neutral,5729.wav
Happy,5730.wav
Happy,5731.wav
Happy,5732.wav
Fearful,5733.wav
Sad,5734.wav
Disgusted,5735.wav
Disgusted,5736.wav
Happy,5737.wav
Fearful,5738.wav
Angry,5739.wav
Sad,5740.wav
Fearful,5741.wav
Angry,5742.wav
Sad,5743.wav
Sad,5744.wav
Angry,5745.wav
Disgusted,5746.wav
Sad,5747.wav
Sad,5748.wav
Neutral,5749.wav
Disgusted,5750.wav
Happy,5751.wav
Fearful,5752.wav
Fearful,5753.wav
Sad,5754.wav
Neutral,5755.wav
Neutral,5756.wav
Angry,5757.wav
Neutral,5758.wav
Neutral,5759.wav
Happy,5760.wav
Fearful,5761.wav
Sad,5762.wav
Sad,5763.wav
Fearful,5764.wav
Disgusted,5765.wav
Neutral,5766.wav
Sad,5767.wav
Sad,5768.wav
Angry,5769.wav
Fearful,5770.wav
Happy,5771.wav
Angry,5772.wav
Angry,5773.wav
Suprised,5774.wav
Neutral,5775.wav
Disgusted,5776.wav
Neutral,5777.wav
Disgusted,5778.wav
Sad,5779.wav
Fearful,5780.wav
Neutral,5781.wav
Neutral,5782.wav
Disgusted,5783.wav
Angry,5784.wav
Disgusted,5785.wav
Sad,5786.wav
Happy,5787.wav
Suprised,5788.wav
Neutral,5789.wav
Neutral,5790.wav
Neutral,5791.wav
Fearful,5792.wav
Neutral,5793.wav
Suprised,5794.wav
Sad,5795.wav
Happy,5796.wav
Fearful,5797.wav
Neutral,5798.wav
Neutral,5799.wav
Sad,5800.wav
Sad,5801.wav
Angry,5802.wav
Sad,5803.wav
Disgusted,5804.wav
Angry,5805.wav
Happy,5806.wav
Fearful,5807.wav
Sad,5808.wav
Sad,5809.wav
Neutral,5810.wav
Angry,5811.wav
Sad,5812.wav
Angry,5813.wav
Neutral,5814.wav
Sad,5815.wav
Happy,5816.wav
Disgusted,5817.wav
Disgusted,5818.wav
Neutral,5819.wav
Happy,5820.wav
Happy,5821.wav
Happy,5822.wav
Angry,5823.wav
Disgusted,5824.wav
Sad,5825.wav
Disgusted,5826.wav
Neutral,5827.wav
Angry,5828.wav
Angry,5829.wav
Neutral,5830.wav
Angry,5831.wav
Happy,5832.wav
Suprised,5833.wav
Sad,5834.wav
Sad,5835.wav
Angry,5836.wav
Sad,5837.wav
Fearful,5838.wav
Happy,5839.wav
Angry,5840.wav
Disgusted,5841.wav
Disgusted,5842.wav
Angry,5843.wav
Fearful,5844.wav
Angry,5845.wav
Neutral,5846.wav
Angry,5847.wav
Sad,5848.wav
Fearful,5849.wav
Disgusted,5850.wav
Disgusted,5851.wav
Disgusted,5852.wav
Happy,5853.wav
Sad,5854.wav
Neutral,5855.wav
Fearful,5856.wav
Happy,5857.wav
Sad,5858.wav
Neutral,5859.wav
Sad,5860.wav
Angry,5861.wav
Angry,5862.wav
Fearful,5863.wav
Angry,5864.wav
Neutral,5865.wav
Sad,5866.wav
Angry,5867.wav
Disgusted,5868.wav
Angry,5869.wav
Angry,5870.wav
Happy,5871.wav
Disgusted,5872.wav
Neutral,5873.wav
Happy,5874.wav
Disgusted,5875.wav
Happy,5876.wav
Neutral,5877.wav
Disgusted,5878.wav
Neutral,5879.wav
Happy,5880.wav
Suprised,5881.wav
Sad,5882.wav
Fearful,5883.wav
Fearful,5884.wav
Angry,5885.wav
Happy,5886.wav
Neutral,5887.wav
Happy,5888.wav
Disgusted,5889.wav
Neutral,5890.wav
Neutral,5891.wav
Suprised,5892.wav
Angry,5893.wav
Neutral,5894.wav
Happy,5895.wav
Suprised,5896.wav
Disgusted,5897.wav
Disgusted,5898.wav
Happy,5899.wav
Angry,5900.wav
Sad,5901.wav
Happy,5902.wav
Angry,5903.wav
Suprised,5904.wav
Fearful,5905.wav
Fearful,5906.wav
Sad,5907.wav
Disgusted,5908.wav
Angry,5909.wav
Suprised,5910.wav
Neutral,5911.wav
Angry,5912.wav
Happy,5913.wav
Happy,5914.wav
Happy,5915.wav
Happy,5916.wav
Disgusted,5917.wav
Angry,5918.wav
Sad,5919.wav
Sad,5920.wav
Happy,5921.wav
Sad,5922.wav
Sad,5923.wav
Happy,5924.wav
Disgusted,5925.wav
Sad,5926.wav
Angry,5927.wav
Neutral,5928.wav
Angry,5929.wav
Happy,5930.wav
Fearful,5931.wav
Happy,5932.wav
Disgusted,5933.wav
Sad,5934.wav
Neutral,5935.wav
Angry,5936.wav
Happy,5937.wav
Neutral,5938.wav
Disgusted,5939.wav
Disgusted,5940.wav
Disgusted,5941.wav
Angry,5942.wav
Disgusted,5943.wav
Suprised,5944.wav
Disgusted,5945.wav
Happy,5946.wav
Fearful,5947.wav
Happy,5948.wav
Angry,5949.wav
Angry,5950.wav
Angry,5951.wav
Happy,5952.wav
Sad,5953.wav
Sad,5954.wav
Fearful,5955.wav
Angry,5956.wav
Happy,5957.wav
Happy,5958.wav
Disgusted,5959.wav
Fearful,5960.wav
Disgusted,5961.wav
Suprised,5962.wav
Angry,5963.wav
Suprised,5964.wav
Fearful,5965.wav
Angry,5966.wav
Sad,5967.wav
Fearful,5968.wav
Fearful,5969.wav
Disgusted,5970.wav
Fearful,5971.wav
Happy,5972.wav
Angry,5973.wav
Disgusted,5974.wav
Suprised,5975.wav
Fearful,5976.wav
Fearful,5977.wav
Fearful,5978.wav
Disgusted,5979.wav
Suprised,5980.wav
Neutral,5981.wav
Disgusted,5982.wav
Angry,5983.wav
Suprised,5984.wav
Neutral,5985.wav
Angry,5986.wav
Happy,5987.wav
Happy,5988.wav
Neutral,5989.wav
Angry,5990.wav
Neutral,5991.wav
Happy,5992.wav
Sad,5993.wav
Angry,5994.wav
Neutral,5995.wav
Sad,5996.wav
Angry,5997.wav
Happy,5998.wav
Happy,5999.wav
Sad,6000.wav
Fearful,6001.wav
Fearful,6002.wav
Happy,6003.wav
Sad,6004.wav
Neutral,6005.wav
Sad,6006.wav
Disgusted,6007.wav
Angry,6008.wav
Sad,6009.wav
Angry,6010.wav
Angry,6011.wav
Fearful,6012.wav
Neutral,6013.wav
Happy,6014.wav
Sad,6015.wav
Neutral,6016.wav
Neutral,6017.wav
Sad,6018.wav
Angry,6019.wav
Fearful,6020.wav
Disgusted,6021.wav
Angry,6022.wav
Disgusted,6023.wav
Neutral,6024.wav
Disgusted,6025.wav
Sad,6026.wav
Neutral,6027.wav
Neutral,6028.wav
Disgusted,6029.wav
Angry,6030.wav
Happy,6031.wav
Disgusted,6032.wav
Disgusted,6033.wav
Disgusted,6034.wav
Sad,6035.wav
Angry,6036.wav
Sad,6037.wav
Sad,6038.wav
Fearful,6039.wav
Angry,6040.wav
Disgusted,6041.wav
Happy,6042.wav
Sad,6043.wav
Happy,6044.wav
Disgusted,6045.wav
Happy,6046.wav
Disgusted,6047.wav
Happy,6048.wav
Disgusted,6049.wav
Neutral,6050.wav
Disgusted,6051.wav
Angry,6052.wav
Angry,6053.wav
Fearful,6054.wav
Fearful,6055.wav
Neutral,6056.wav
Angry,6057.wav
Fearful,6058.wav
Fearful,6059.wav
Sad,6060.wav
Angry,6061.wav
Fearful,6062.wav
Disgusted,6063.wav
Angry,6064.wav
Happy,6065.wav
Fearful,6066.wav
Angry,6067.wav
Sad,6068.wav
Happy,6069.wav
Angry,6070.wav
Suprised,6071.wav
Disgusted,6072.wav
Happy,6073.wav
Fearful,6074.wav
Sad,6075.wav
Fearful,6076.wav
Neutral,6077.wav
Disgusted,6078.wav
Neutral,6079.wav
Neutral,6080.wav
Sad,6081.wav
Fearful,6082.wav
Angry,6083.wav
Angry,6084.wav
Disgusted,6085.wav
Angry,6086.wav
Fearful,6087.wav
Neutral,6088.wav
Disgusted,6089.wav
Fearful,6090.wav
Disgusted,6091.wav
Sad,6092.wav
Happy,6093.wav
Fearful,6094.wav
Fearful,6095.wav
Disgusted,6096.wav
Disgusted,6097.wav
Sad,6098.wav
Neutral,6099.wav
Angry,6100.wav
Sad,6101.wav
Fearful,6102.wav
Fearful,6103.wav
Happy,6104.wav
Suprised,6105.wav
Neutral,6106.wav
Angry,6107.wav
Fearful,6108.wav
Fearful,6109.wav
Neutral,6110.wav
Disgusted,6111.wav
Fearful,6112.wav
Sad,6113.wav
Angry,6114.wav
Happy,6115.wav
Fearful,6116.wav
Fearful,6117.wav
Disgusted,6118.wav
Fearful,6119.wav
Happy,6120.wav
Angry,6121.wav
Happy,6122.wav
Fearful,6123.wav
Angry,6124.wav
Fearful,6125.wav
Sad,6126.wav
Angry,6127.wav
Angry,6128.wav
Suprised,6129.wav
Angry,6130.wav
Disgusted,6131.wav
Disgusted,6132.wav
Sad,6133.wav
Fearful,6134.wav
Sad,6135.wav
Happy,6136.wav
Fearful,6137.wav
Fearful,6138.wav
Happy,6139.wav
Fearful,6140.wav
Happy,6141.wav
Happy,6142.wav
Angry,6143.wav
Sad,6144.wav
Happy,6145.wav
Angry,6146.wav
Fearful,6147.wav
Happy,6148.wav
Sad,6149.wav
Angry,6150.wav
Fearful,6151.wav
Happy,6152.wav
Neutral,6153.wav
Happy,6154.wav
Sad,6155.wav
Angry,6156.wav
Disgusted,6157.wav
Angry,6158.wav
Disgusted,6159.wav
Happy,6160.wav
Disgusted,6161.wav
Sad,6162.wav
Neutral,6163.wav
Sad,6164.wav
Happy,6165.wav
Happy,6166.wav
Disgusted,6167.wav
Fearful,6168.wav
Disgusted,6169.wav
Happy,6170.wav
Disgusted,6171.wav
Sad,6172.wav
Neutral,6173.wav
Sad,6174.wav
Fearful,6175.wav
Disgusted,6176.wav
Disgusted,6177.wav
Happy,6178.wav
Angry,6179.wav
Disgusted,6180.wav
Disgusted,6181.wav
Neutral,6182.wav
Happy,6183.wav
Sad,6184.wav
Sad,6185.wav
Happy,6186.wav
Disgusted,6187.wav
Happy,6188.wav
Fearful,6189.wav
Sad,6190.wav
Happy,6191.wav
Neutral,6192.wav
Sad,6193.wav
Sad,6194.wav
Disgusted,6195.wav
Angry,6196.wav
Fearful,6197.wav
Sad,6198.wav
Happy,6199.wav
Happy,6200.wav
Suprised,6201.wav
Neutral,6202.wav
Disgusted,6203.wav
Happy,6204.wav
Disgusted,6205.wav
Happy,6206.wav
Sad,6207.wav
Neutral,6208.wav
Angry,6209.wav
Fearful,6210.wav
Suprised,6211.wav
Disgusted,6212.wav
Happy,6213.wav
Disgusted,6214.wav
Fearful,6215.wav
Fearful,6216.wav
Angry,6217.wav
Angry,6218.wav
Neutral,6219.wav
Fearful,6220.wav
Happy,6221.wav
Neutral,6222.wav
Sad,6223.wav
Fearful,6224.wav
Disgusted,6225.wav
Neutral,6226.wav
Angry,6227.wav
Sad,6228.wav
Neutral,6229.wav
Angry,6230.wav
Sad,6231.wav
Neutral,6232.wav
Angry,6233.wav
Suprised,6234.wav
Fearful,6235.wav
Happy,6236.wav
Happy,6237.wav
Disgusted,6238.wav
Suprised,6239.wav
Disgusted,6240.wav
Sad,6241.wav
Happy,6242.wav
Fearful,6243.wav
Fearful,6244.wav
Angry,6245.wav
Happy,6246.wav
Fearful,6247.wav
Disgusted,6248.wav
Fearful,6249.wav
Suprised,6250.wav
Neutral,6251.wav
Disgusted,6252.wav
Neutral,6253.wav
Angry,6254.wav
Angry,6255.wav
Fearful,6256.wav
Disgusted,6257.wav
Fearful,6258.wav
Disgusted,6259.wav
Sad,6260.wav
Sad,6261.wav
Happy,6262.wav
Angry,6263.wav
Neutral,6264.wav
Fearful,6265.wav
Happy,6266.wav
Sad,6267.wav
Sad,6268.wav
Disgusted,6269.wav
Fearful,6270.wav
Fearful,6271.wav
Disgusted,6272.wav
Neutral,6273.wav
Fearful,6274.wav
Happy,6275.wav
Neutral,6276.wav
Disgusted,6277.wav
Angry,6278.wav
Disgusted,6279.wav
Angry,6280.wav
Suprised,6281.wav
Happy,6282.wav
Angry,6283.wav
Fearful,6284.wav
Neutral,6285.wav
Fearful,6286.wav
Sad,6287.wav
Angry,6288.wav
Fearful,6289.wav
Suprised,6290.wav
Happy,6291.wav
Angry,6292.wav
Sad,6293.wav
Disgusted,6294.wav
Angry,6295.wav
Neutral,6296.wav
Fearful,6297.wav
Fearful,6298.wav
Happy,6299.wav
Fearful,6300.wav
Sad,6301.wav
Neutral,6302.wav
Fearful,6303.wav
Disgusted,6304.wav
Neutral,6305.wav
Neutral,6306.wav
Happy,6307.wav
Happy,6308.wav
Sad,6309.wav
Neutral,6310.wav
Neutral,6311.wav
Neutral,6312.wav
Angry,6313.wav
Happy,6314.wav
Fearful,6315.wav
Angry,6316.wav
Neutral,6317.wav
Fearful,6318.wav
Fearful,6319.wav
Neutral,6320.wav
Angry,6321.wav
Sad,6322.wav
Neutral,6323.wav
Happy,6324.wav
Suprised,6325.wav
Neutral,6326.wav
Happy,6327.wav
Angry,6328.wav
Suprised,6329.wav
Neutral,6330.wav
Neutral,6331.wav
Sad,6332.wav
Fearful,6333.wav
Fearful,6334.wav
Happy,6335.wav
Sad,6336.wav
Happy,6337.wav
Sad,6338.wav
Fearful,6339.wav
Sad,6340.wav
Happy,6341.wav
Neutral,6342.wav
Fearful,6343.wav
Neutral,6344.wav
Happy,6345.wav
Sad,6346.wav
Fearful,6347.wav
Fearful,6348.wav
Sad,6349.wav
Neutral,6350.wav
Happy,6351.wav
Neutral,6352.wav
Happy,6353.wav
Disgusted,6354.wav
Sad,6355.wav
Happy,6356.wav
Sad,6357.wav
Disgusted,6358.wav
Happy,6359.wav
Happy,6360.wav
Disgusted,6361.wav
Angry,6362.wav
Angry,6363.wav
Neutral,6364.wav
Neutral,6365.wav
Neutral,6366.wav
Fearful,6367.wav
Neutral,6368.wav
Angry,6369.wav
Happy,6370.wav
Angry,6371.wav
Disgusted,6372.wav
Sad,6373.wav
Angry,6374.wav
Disgusted,6375.wav
Fearful,6376.wav
Angry,6377.wav
Fearful,6378.wav
Disgusted,6379.wav
Fearful,6380.wav
Fearful,6381.wav
Angry,6382.wav
Angry,6383.wav
Neutral,6384.wav
Neutral,6385.wav
Fearful,6386.wav
Happy,6387.wav
Angry,6388.wav
Happy,6389.wav
Fearful,6390.wav
Neutral,6391.wav
Angry,6392.wav
Sad,6393.wav
Happy,6394.wav
Sad,6395.wav
Happy,6396.wav
Sad,6397.wav
Sad,6398.wav
Sad,6399.wav
Fearful,6400.wav
Sad,6401.wav
Disgusted,6402.wav
Sad,6403.wav
Suprised,6404.wav
Happy,6405.wav
Suprised,6406.wav
Fearful,6407.wav
Fearful,6408.wav
Sad,6409.wav
Sad,6410.wav
Sad,6411.wav
Happy,6412.wav
Disgusted,6413.wav
Fearful,6414.wav
Fearful,6415.wav
Happy,6416.wav
Happy,6417.wav
Happy,6418.wav
Disgusted,6419.wav
Angry,6420.wav
Neutral,6421.wav
Neutral,6422.wav
Fearful,6423.wav
Angry,6424.wav
Suprised,6425.wav
Fearful,6426.wav
Disgusted,6427.wav
Sad,6428.wav
Angry,6429.wav
Happy,6430.wav
Fearful,6431.wav
Happy,6432.wav
Fearful,6433.wav
Sad,6434.wav
Happy,6435.wav
Sad,6436.wav
Fearful,6437.wav
Happy,6438.wav
Fearful,6439.wav
Fearful,6440.wav
Happy,6441.wav
Sad,6442.wav
Suprised,6443.wav
Suprised,6444.wav
Angry,6445.wav
Angry,6446.wav
Angry,6447.wav
Happy,6448.wav
Disgusted,6449.wav
Neutral,6450.wav
Sad,6451.wav
Disgusted,6452.wav
Angry,6453.wav
Happy,6454.wav
Happy,6455.wav
Happy,6456.wav
Fearful,6457.wav
Happy,6458.wav
Fearful,6459.wav
Happy,6460.wav
Happy,6461.wav
Disgusted,6462.wav
Neutral,6463.wav
Suprised,6464.wav
Sad,6465.wav
Sad,6466.wav
Sad,6467.wav
Sad,6468.wav
Happy,6469.wav
Sad,6470.wav
Angry,6471.wav
Disgusted,6472.wav
Disgusted,6473.wav
Fearful,6474.wav
Angry,6475.wav
Fearful,6476.wav
Sad,6477.wav
Sad,6478.wav
Angry,6479.wav
Happy,6480.wav
Angry,6481.wav
Suprised,6482.wav
Fearful,6483.wav
Happy,6484.wav
Angry,6485.wav
Happy,6486.wav
Neutral,6487.wav
Neutral,6488.wav
Angry,6489.wav
Sad,6490.wav
Disgusted,6491.wav
Sad,6492.wav
Angry,6493.wav
Sad,6494.wav
Sad,6495.wav
Suprised,6496.wav
Disgusted,6497.wav
Angry,6498.wav
Sad,6499.wav
Fearful,6500.wav
Angry,6501.wav
Happy,6502.wav
Angry,6503.wav
Neutral,6504.wav
Suprised,6505.wav
Sad,6506.wav
Sad,6507.wav
Disgusted,6508.wav
Happy,6509.wav
Angry,6510.wav
Fearful,6511.wav
Happy,6512.wav
Fearful,6513.wav
Disgusted,6514.wav
Suprised,6515.wav
Angry,6516.wav
Angry,6517.wav
Fearful,6518.wav
Disgusted,6519.wav
Angry,6520.wav
Angry,6521.wav
Neutral,6522.wav
Sad,6523.wav
Angry,6524.wav
Sad,6525.wav
Angry,6526.wav
Angry,6527.wav
Angry,6528.wav
Neutral,6529.wav
Neutral,6530.wav
Happy,6531.wav
Disgusted,6532.wav
Sad,6533.wav
Fearful,6534.wav
Angry,6535.wav
Happy,6536.wav
Fearful,6537.wav
Sad,6538.wav
Disgusted,6539.wav
Angry,6540.wav
Angry,6541.wav
Disgusted,6542.wav
Happy,6543.wav
Fearful,6544.wav
Sad,6545.wav
Suprised,6546.wav
Happy,6547.wav
Neutral,6548.wav
Neutral,6549.wav
Sad,6550.wav
Fearful,6551.wav
Angry,6552.wav
Fearful,6553.wav
Angry,6554.wav
Happy,6555.wav
Sad,6556.wav
Suprised,6557.wav
Happy,6558.wav
Happy,6559.wav
Sad,6560.wav
Disgusted,6561.wav
Suprised,6562.wav
Happy,6563.wav
Neutral,6564.wav
Neutral,6565.wav
Happy,6566.wav
Happy,6567.wav
Sad,6568.wav
Angry,6569.wav
Sad,6570.wav
Neutral,6571.wav
Neutral,6572.wav
Sad,6573.wav
Sad,6574.wav
Suprised,6575.wav
Neutral,6576.wav
Angry,6577.wav
Happy,6578.wav
Disgusted,6579.wav
Angry,6580.wav
Fearful,6581.wav
Neutral,6582.wav
Fearful,6583.wav
Sad,6584.wav
Angry,6585.wav
Fearful,6586.wav
Fearful,6587.wav
Angry,6588.wav
Neutral,6589.wav
Sad,6590.wav
Happy,6591.wav
Angry,6592.wav
Sad,6593.wav
Happy,6594.wav
Angry,6595.wav
Happy,6596.wav
Happy,6597.wav
Disgusted,6598.wav
Fearful,6599.wav
Fearful,6600.wav
Fearful,6601.wav
Fearful,6602.wav
Suprised,6603.wav
Suprised,6604.wav
Fearful,6605.wav
Angry,6606.wav
Sad,6607.wav
Angry,6608.wav
Happy,6609.wav
Disgusted,6610.wav
Sad,6611.wav
Fearful,6612.wav
Sad,6613.wav
Neutral,6614.wav
Fearful,6615.wav
Fearful,6616.wav
Sad,6617.wav
Sad,6618.wav
Fearful,6619.wav
Happy,6620.wav
Disgusted,6621.wav
Disgusted,6622.wav
Neutral,6623.wav
Fearful,6624.wav
Neutral,6625.wav
Happy,6626.wav
Angry,6627.wav
Angry,6628.wav
Disgusted,6629.wav
Neutral,6630.wav
Disgusted,6631.wav
Angry,6632.wav
Sad,6633.wav
Happy,6634.wav
Suprised,6635.wav
Disgusted,6636.wav
Sad,6637.wav
Angry,6638.wav
Fearful,6639.wav
Neutral,6640.wav
Happy,6641.wav
Sad,6642.wav
Disgusted,6643.wav
Happy,6644.wav
Sad,6645.wav
Disgusted,6646.wav
Neutral,6647.wav
Happy,6648.wav
Sad,6649.wav
Disgusted,6650.wav
Fearful,6651.wav
Sad,6652.wav
Disgusted,6653.wav
Disgusted,6654.wav
Happy,6655.wav
Sad,6656.wav
Sad,6657.wav
Disgusted,6658.wav
Fearful,6659.wav
Neutral,6660.wav
Angry,6661.wav
Sad,6662.wav
Sad,6663.wav
Fearful,6664.wav
Neutral,6665.wav
Fearful,6666.wav
Sad,6667.wav
Sad,6668.wav
